player_id,player_name,es_toi_min,P1a_weighted_CNFI,P1a_weighted_MNFI,P1a_weighted_total,P2_weighted,z_P1a_weighted,z_P2_weighted,twoway_score,off_rank,def_rank,twoway_rank
8477939,William Nylander,5753.88,1.6448,1.0247,2.6695,1.9149,1.466723547188235,0.021047085842916386,1.4456764613453186,52,331,93
8479546,Oskar Steen,515.27,1.1678,0.8807,2.0484999999999998,1.5286,-0.5291674412112097,-1.9709995259105058,1.441832084699296,417,10,94
8477935,Sam Bennett,4531.28,2.0152,1.2255,3.2407000000000004,2.2785,3.302557577097675,1.8960358200741987,1.4065217570234765,6,583,95
8477021,Alexander Kerfoot,4497.07,1.4461,0.8949,2.341,1.7179,0.41092614028128305,-0.9948296486003251,1.4057557888816081,179,80,96
8476453,Nikita Kucherov,5683.82,1.59,1.0732,2.6632,1.9233,1.4464753777407031,0.0643636572608006,1.3821117204799025,53,344,97
8482124,Quinton Byfield,4212.92,1.3902,0.8229,2.2131,1.6445,-0.00014383945509292362,-1.3733339750375526,1.3731901355824596,270,33,98
8475193,Tomas Tatar,3510.6,1.4576,0.9946,2.4522,1.7949,0.7683224010059491,-0.5977610772697184,1.3660834782756675,121,170,99
8476456,Jonathan Huberdeau,5087.75,1.3578,0.9541,2.3118999999999996,1.71,0.3173988814045923,-1.035567852671907,1.3529667340764993,196,74,100
8475220,Marcus Foligno,3670.5,1.3542,0.7678,2.122,1.5934,-0.29293879765668585,-1.6368431178296834,1.3439043201729977,346,20,101
8478866,Dominik Simon,683.15,1.727,0.849,2.576,1.8766,1.1662150006256775,-0.17645585288386603,1.3426708535095435,73,280,102
8476292,Ondrej Palat,4118.95,1.6509,1.0702,2.7211,1.9677,1.6325656969489606,0.2933226776124752,1.3392430193364855,41,402,103
8478498,Jake DeBrusk,4626.78,1.4925,0.9142,2.4067,1.7736,0.6220856216626723,-0.7075995262222103,1.3296851478848826,143,150,104
8478115,Pierre Engvall,3395.8,1.6675,0.9925,2.66,1.9323,1.4361905932594188,0.11077426949424762,1.3254163237651713,54,356,105
