name,name_raw,season_end_year,age,height_in,weight_lbs
magnus hellberg,Magnus Hellberg,2024,32.0,78.0,206.0
jesper wallstedt,Jesper Wallstedt,2024,21.0,75.0,214.0
yaroslav askarov,Yaroslav Askarov,2024,21.0,75.0,180.0
chris driedger,Chris Driedger,2024,29.0,76.0,210.0
georgi romanov,Georgi Romanov,2024,24.0,77.0,207.0
matt villalta,Matt Villalta,2024,24.0,75.0,190.0
kenneth appleby,Kenneth Appleby,2024,28.0,77.0,216.0
louis domingue,Louis Domingue,2024,31.0,75.0,208.0
michael hutchinson,Michael Hutchinson,2024,33.0,75.0,198.0
matt murray,Matt Murray,2024,25.0,73.0,196.0
yaniv perets,Yaniv Perets,2024,23.0,73.0,181.0
malcolm subban,Malcolm Subban,2024,30.0,74.0,200.0
league average,League Average,2024,,,
