player_name,team,pos,PFR,PUR,PAR,games_played,total_5v5_toi_minutes,toi_per_game,oz_faceoff_shifts,oz_faceoff_shifts_per_game,dz_faceoff_shifts,dz_faceoff_shifts_per_game,player_OZ_retention_pct,player_DZ_escape_rate_pct,OUER,DUER,OAER,DAER,NZ_ratio,ROC,ROL,ROC_adj,ROL_adj,context_flag,CF_pct,player_id,seasons_covered,player_DZ_time_pct,PUR_raw,PAR_raw,teammates_avg_OZ_retention,teammates_avg_DZ_escape,ROC_weight_sec,ROL_weight_sec
Luke Kunin,FLA,C,0.8872,0.5773,0.6507,245,2756.6,11.251,368,1.502,385,1.571,73.01,27.68,1.0107,1.0476,1.0329,1.0653,0.9989,0.6234,0.57,0.6839,0.6321,🟡 Solid — self made,0.4627,8479316,"2022-23, 2023-24, 2024-25, 2025-26",72.32,1.9539,1.9918,0.7069,0.2599,479040,313695
Jakub Lauko,BOS,C,0.8877,0.4225,0.476,147,1374.95,9.353,118,0.803,239,1.626,66.54,23.55,0.921,0.8912,0.9385,0.9078,1.0745,0.6136,0.5368,0.6727,0.5936,🔴 Underperforming — tough situation,0.4881,8480880,"2022-23, 2023-24, 2024-25",76.45,1.4301,1.457,0.709,0.2594,238831,153035
Calum Ritchie,NYI,C,0.8877,0.5107,0.5753,72,770.08,10.696,139,1.931,69,0.958,66.71,26.21,0.9234,0.992,0.9288,1.0226,0.971,0.6207,0.6121,0.6812,0.6839,🔴 Underperforming — tough situation,0.4761,8484221,"2024-25, 2025-26",73.79,1.7284,1.7609,0.7183,0.2563,131876,92091
Michael Carcone,UTA,L,0.8878,0.543,0.6117,214,2346.63,10.966,382,1.785,357,1.668,71.87,26.21,0.9949,0.9917,0.9882,1.0355,0.9391,0.6284,0.5769,0.688,0.6482,🟡 Solid — self made,0.4892,8479619,"2022-23, 2023-24, 2024-25, 2025-26",73.79,1.838,1.8723,0.7273,0.2531,404983,270270
Karson Kuhlman,WPG,C,0.8879,0.4634,0.5219,48,507.22,10.567,83,1.729,62,1.292,67.5,21.8,0.9343,0.8249,0.9425,0.8494,1.0828,0.6283,0.5873,0.6875,0.6523,🔴 Underperforming — tough situation,0.5173,8480901,2022-23,78.2,1.5684,1.5976,0.7162,0.2566,87786,60794
Adam Edstrom,NYR,C,0.888,0.4416,0.4972,97,885.08,9.125,92,0.948,190,1.959,66.64,26.92,0.9224,1.0189,0.9481,1.029,0.9577,0.6208,0.5082,0.6791,0.5638,🔴 Underperforming — tough situation,0.4807,8481726,"2023-24, 2024-25, 2025-26",73.08,1.4945,1.5221,0.7029,0.2616,152011,102293
Sean Couturier,PHI,C,0.8882,0.6714,0.7559,231,3131.5,13.556,502,2.173,539,2.333,74.97,25.08,1.0378,0.9492,1.0351,0.988,0.9489,0.643,0.6222,0.7016,0.7015,🟢 Elite — self made,0.5317,8476461,"2023-24, 2024-25, 2025-26",74.92,2.2726,2.3139,0.7243,0.2538,550734,374316
Liam Ohgren,VAN,L,0.8883,0.5609,0.6314,96,1103.57,11.495,155,1.615,118,1.229,66.82,27.28,0.925,1.0324,0.9429,1.05,0.9336,0.6339,0.6055,0.6946,0.6687,🟡 Solid — self made,0.4632,8483499,"2023-24, 2024-25, 2025-26",72.72,1.8984,1.9329,0.7087,0.2598,190060,126611
Nick Schmaltz,UTA,C,0.8884,0.7106,0.7999,305,4366.4,14.316,857,2.81,628,2.059,76.02,24.81,1.0522,0.9391,1.0321,0.9951,1.0002,0.6427,0.6538,0.7023,0.7335,🟢 Elite — self made,0.502,8477951,"2022-23, 2023-24, 2024-25, 2025-26",75.19,2.4053,2.4485,0.7365,0.2494,768069,522345
Zachary Sanford,CHI,L,0.8887,0.5036,0.5666,45,480.07,10.668,72,1.6,62,1.378,70.91,24.1,0.9816,0.912,1.0054,0.9217,0.9487,0.6207,0.5626,0.6792,0.6294,🔴 Underperforming — tough situation,0.4873,8477482,"2022-23, 2023-24",75.9,1.7044,1.7345,0.7053,0.2615,84009,57073
